,name_product,color,description,cloth_path,material,price,rates,url
135,Go-To Crew Golf Sweatshirt,Olive Strata S23,Play freely and comfortably in this adidas golf sweatshirt. It's made of a soft and lightweight fabric to give you a full range of motion while you swing. AEROREADY helps keep you dry from the time you tee off till you sink the last putt. Built-in front pockets help you store your small essentials.,Cloth/000312_1.jpg,"53% organic cotton, 47% recycled polyester interlock",$85,4.2,https://www.adidas.com/us/go-to-crew-golf-sweatshirt/HS7597.html
136,Adicross Pocket Golf Polo Shirt,White,Bring a new look to the course while you work on your game. This adidas golf polo shirt is made of a breathable and stretchy fabric blend to optimize the range of motion while you swing. A zip patch pocket on the chest lets you keep small essentials like a ball marker.,Cloth/000313_1.jpg,"81% recycled polyester, 19% elastane engineered",$75,4.6,https://www.adidas.com/us/adicross-pocket-golf-polo-shirt/HS5618.html
137,Nashville SC 23/24 Away Authentic Jersey,Black,"A love song to Music City and one of its favorite sons. This adidas Nashville SC authentic soccer jersey pays tribute to the late, great Johnny Cash with elegant, monochromatic colors and eye-catching details. Look closely and you'll see signoffs above the hem and on the back neck that honor the Man in Black. Backstage, moisture-wicking AEROREADY works hard to keep you comfortable while you perform on the field.",Cloth/000315_1.jpg,Front and sleeves: 100% recycled polyester piqué,$150,4.9,https://www.adidas.com/us/nashville-sc-23-24-away-authentic-jersey/IC9619.html
138,The Cycling Jersey,Black,"An updated cycling staple that provides close company on the road. With a body-hugging yet unrestrictive fit, this lightweight adidas jersey is made with soft, high-stretch fabric that incorporates AEROREADY technology. It's designed to adapt to every movement while wicking away moisture to help keep you feeling dry and comfortable during intense efforts. Kept in place with a lower-back gripper, this jersey adds warmth worn alone or as a baselayer on cooler days. Store essentials in three rear pockets and small valuables in a side zip pocket. Reflective 3-Stripes adorn the upper arms and chest.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000317_1.jpg,"84% recycled polyester, 16% elastane single jersey",$120,4.3,https://www.adidas.com/us/the-cycling-jersey/HT3657.html
139,Shmoofoil All Star Short Sleeve Tee,Royal Blue / Multicolor,"Featuring iconic artwork, the Mark Gonzales' signature apparel collection continues to evolve. This Shmoofoil tee from adidas features Gonz's signature sketchbook style in a soft short sleeve tee with cotton construction.  The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000320_1.jpg,100% cotton single jersey,$32,5.0,https://www.adidas.com/us/shmoofoil-all-star-short-sleeve-tee/IU0091.html
140,Adicross HEAT.RDY Polo Shirt,White,"Nail your drives, and your style, in this adidas golf polo shirt. It's made with HEAT.RDY to keep you cool and comfortable when it's hot on the course. Stretchy single jersey lets you swing without restriction. The allover print nods to golf course terrain — your favorite place to spend the day — and a V-neck collar finishes the look with a modern touch.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000322_1.jpg,"93% recycled polyester, 7% elastane single jersey",$65,5.0,https://www.adidas.com/us/adicross-heat.rdy-polo-shirt/IB1964.html
141,Rich Mnisi x The Cycling Short Sleeve Jersey,Off White / Solar Gold,"Let love be your legacy. South African designer Rich Mnisi once wrote that reminder in a handwritten letter to his younger queer self, and today it thrives at the core of the adidas x Rich Mnisi Pride Collection. A celebration of self-expression, imagination and the unwavering belief that love unites, the collaboration explores fluidity, color and patterns. This partnership is one part of our effort to honor the LGBTQIA+ community alongside our Global Purpose partners, Athlete Ally and Stonewall UK.  Celebrate color and culture. Created in collaboration with designer Rich Mnisi, this adidas cycling jersey shares his Love Unites theme to fuel rides short and long. The jersey's soft, stretchy fit cuts a clean silhouette without feeling restrictive. AEROREADY manages sweat to keep you feeling dry, comfortable and ready to keep riding, and a mesh back insert maximizes breathability. A traditional rear three-pocket design adds a small zip pocket to secure a key or ID.  A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/000323_1.jpg,"84% recycled polyester, 16% elastane single jersey",$160,5.0,https://www.adidas.com/us/rich-mnisi-x-the-cycling-short-sleeve-jersey/IP2500.html
142,Rich Mnisi x The Cycling Short Sleeve Jersey,Off White / Solar Gold,"Let love be your legacy. South African designer Rich Mnisi once wrote that reminder in a handwritten letter to his younger queer self, and today it thrives at the core of the adidas x Rich Mnisi Pride Collection. A celebration of self-expression, imagination and the unwavering belief that love unites, the collaboration explores fluidity, color and patterns. This partnership is one part of our effort to honor the LGBTQIA+ community alongside our Global Purpose partners, Athlete Ally and Stonewall UK.  Celebrate color and culture. Created in collaboration with designer Rich Mnisi, this adidas cycling jersey shares his Love Unites theme to fuel rides short and long. The jersey's soft, stretchy fit cuts a clean silhouette without feeling restrictive. AEROREADY manages sweat to keep you feeling dry, comfortable and ready to keep riding, and a mesh back insert maximizes breathability. A traditional rear three-pocket design adds a small zip pocket to secure a key or ID.  A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/001057_1.jpg,"84% recycled polyester, 16% elastane single jersey",$160,5.0,https://www.adidas.com/us/rich-mnisi-x-the-cycling-short-sleeve-jersey/IP2500.html
143,Worldwide Hoops City Graphic Tee,Off White,"The ultimate tee for hoops fans around the globe. This adidas graphic tee celebrates the worldwide love of basketball with a bold retro-inspired graphic celebrating famous courts from NYC to Tokyo to Portland. Soft cotton jersey fabric feels as comfortable as your favorite pair of sweats. This tee is cut to give you room to move and shoot some hoops yourself. Whether you're hitting the local court for a pick-up game or cheering on your team from the couch, this tee lets your passion for the game take center stage.   The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000324_1.jpg,100% cotton single jersey,$40,5.0,https://www.adidas.com/us/worldwide-hoops-city-graphic-tee/IN6375.html
144,Jets Anniversary Jersey,Sky Blue 10,"When the Winnipeg Jets launched their new logo in 2011, it became an instant classic. Few know it pays tribute to the Ottawa RCAF Flyers hockey team who won Olympic gold way back in 1948. Celebrate the RCAF's 100th anniversary in this adidas jersey as the Jets' latest run for Cup takes flight.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000326_1.jpg,100% recycled polyester piqué,$180,3.7,https://www.adidas.com/us/jets-anniversary-jersey/IN1270.html
145,Bruins Anniversary Home Jersey,Black,"The Boston Bruins will boast 100 years of hockey history on December 1, 2024. Show your appreciation for the boys in black and gold in this adidas Anniversary Home Jersey. AEROREADY keeps you dry as the team's record-setting performers rocket you out of your seats again and again.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000327_1.jpg,100% recycled polyester piqué,$180,4.8,https://www.adidas.com/us/bruins-anniversary-home-jersey/IN2041.html
146,New England Revolution 23/24 Away Authentic Jersey,White / Team Collegiate Red,"Built from the Revs' indomitable spirit. Echoing a classic team uniform, this adidas New England Revolution authentic jersey stands proud with a dynamic, diagonal graphic. Its combination of moisture-absorbing AEROREADY and lightweight details make it perfect for all-action soccer. Signoffs on the sides and back neck join the heat-applied crest in showing your die-hard support.",Cloth/000333_1.jpg,100% recycled polyester tricot,$150,5.0,https://www.adidas.com/us/new-england-revolution-23-24-away-authentic-jersey/HI1881.html
147,Real Madrid Tiro 23 Training Top,Legend Ink,"For some soccer clubs, results are king. But at Real Madrid, method matters. This adidas training top is the one the players pull on while they add elegance to their on-field play. Cuff thumbholes make it a breeze to add extra coverage. Moisture-absorbing AEROREADY ensures you stay dry and comfortable no matter how toasty things get inside.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000336_1.jpg,100% recycled polyester piqué,$75,4.9,https://www.adidas.com/us/real-madrid-tiro-23-training-top/IB0873.html
